vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,MacroIndustryData,中国规模以上工业增加值当月同比2025年9月至2026年月度,1,EDB取数,,,"| 指标代码 | 指标名称 | 频率 | 单位 | 值 | 日期 | 数据来源 |
| -------- | -------- | -------- | -------- | -------- | -------- | -------- |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 5.3 | 2026-06-30 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 4.5 | 2026-05-31 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 4.1 | 2026-04-30 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 5.7 | 2026-03-31 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 5.2 | 2025-12-31 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 4.8 | 2025-11-30 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 4.9 | 2025-10-31 | 国家统计局 |
| 110000255 | 中国:工业增加值:规模以上工业企业:当期同比增长率:月 | 月 | % | 6.5 | 2025-09-30 | 国家统计局 |
",2026-08-03T11:22:48.570229+08:00
