vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,MacroIndustryData,中国CPI食品烟酒当月同比2020年至2026年月度,1,EDB取数,,,"| 指标代码 | 指标名称 | 频率 | 单位 | 值 | 日期 | 数据来源 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | 0.017241 | 2025-04-30 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | 0.011111 | 2025-05-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | 0.012133 | 2025-06-30 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.00998 | 2025-07-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.045054 | 2025-08-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.047898 | 2025-09-30 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.035294 | 2025-10-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.005946 | 2025-11-30 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | 0.008 | 2025-12-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.007952 | 2026-01-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | 0.033639 | 2026-02-28 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | 0.01006 | 2026-03-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.010967 | 2026-04-30 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.00999 | 2026-05-31 | 现有指标同比计算 |
| 701021903 | 中国:居民消费价格指数(CPI):上年同月=100:食品烟酒类:当期值:月-同比 | 月 | % | -0.008991 | 2026-06-30 | 现有指标同比计算 |
",2026-08-03T11:22:03.417728+08:00
